bid_count_1,bid_weight_count_1,bid_val_0,bid_weight_val_2,bid_val_2,ask_count_2,ask_weight_count_1,bid_count_2,ask_val_2,ask_val_1,ask_val_0,bid_weight_val_1,bid_val_1,bid_count_0,datetime,ask_weight_val_2,ask_count_0,bid_weight_count_2,ask_weight_val_1,ask_weight_count_2,ask_count_1
0.019,3.2340000000000004,0.056777,0.05664187741475716,0.056757,0.073,14.073,0.075,0.056799,0.056779,0.056778,0.056775269325912175,0.05677,3.046,2018-08-08 19:02:39.077842,0.0568410549594838,1.935,91.21000000000001,0.05679771534143395,26.656,5.281
3.046,10.921,0.056806,0.05675848812161498,0.05677,0.039,12.751999999999999,0.019,0.056823,0.056818,0.056817,0.05678735949088912,0.056777,5.141,2018-08-08 19:02:42.650857,0.05686629237863618,5.305,16.247999999999998,0.05682036778544543,31.660999999999998,6.724
3.046,10.254,0.056806,0.056756454207047044,0.05677,0.039,15.344999999999999,0.019,0.056823,0.056818,0.056817,0.05678614696703726,0.056777,4.474,2018-08-08 19:02:46.312627,0.05686683483155749,4.055,15.581,0.05682931137178235,34.819,6.724
3.046,7.271999999999999,0.056806,0.05676264456808752,0.05677,10.0,29.285,0.019,0.056852,0.056818,0.056816,0.05677818014301431,0.056777,1.511,2018-08-08 19:02:49.773019,0.05686571068157231,11.877,10.604,0.05683000443913267,69.325,6.724
3.046,6.62,0.056806,0.05675980415996785,0.05677,4.773,34.211000000000006,0.019,0.056835,0.056818,0.056816,0.05677544018126888,0.056777,0.859,2018-08-08 19:02:54.356387,0.0568586724600112,12.626,9.952,0.056829698021104325,67.89399999999999,6.724
0.696,7.271000000000001,0.056807,0.05676440636416073,0.056777,4.773,34.211000000000006,3.046,0.056835,0.056818,0.056816,0.056778627148947866,0.056806,0.87,2018-08-08 19:02:57.279347,0.0568586724600112,12.626,10.402000000000001,0.056829698021104325,67.89399999999999,6.724
0.056,2.8650000000000007,0.056764,0.0567161288386054,0.056757,3.236,22.726999999999997,0.075,0.056804,0.056801,0.0568,0.05676284013961605,0.056763,2.64,2018-08-08 19:03:00.679465,0.05684717680473374,6.724,8.662,0.056807812205746475,54.92499999999999,0.076
0.056,5.622,0.056766,0.056647335233078744,0.056757,3.236,18.948999999999998,0.075,0.056804,0.056801,0.0568,0.05675107381714692,0.056763,2.81,2018-08-08 19:03:04.124643,0.056866474655778175,5.469,94.92500000000001,0.056828155206079485,52.655,0.179
0.056,5.612,0.056766,0.05664732273086446,0.056757,0.179,14.224,0.075,0.056801,0.056799,0.056798,0.05675104722024233,0.056763,2.8,2018-08-08 19:03:07.581966,0.056858073088796084,5.394,94.915,0.0567998154527559,55.07,5.35
2.554,2.939,0.056778,0.05672667580201649,0.056763,0.749,14.780000000000001,0.056,0.056797,0.056796,0.056795,0.05676619292276283,0.056766,0.215,2018-08-08 19:03:11.596067,0.05685080555139106,5.35,10.91,0.05679750081190798,46.691,5.266
2.915,3.3000000000000003,0.056778,0.056727935320734627,0.056763,0.179,14.845,0.056,0.056801,0.056796,0.056795,0.056766171818181804,0.056766,0.215,2018-08-08 19:03:15.265738,0.05685678949920095,6.099,11.271,0.056797437116874364,55.691,5.266
2.915,3.3000000000000003,0.056778,0.056727935320734627,0.056763,0.179,15.536000000000001,0.056,0.056801,0.056796,0.056792,0.056766171818181804,0.056766,0.215,2018-08-08 19:03:18.701408,0.05687038721010519,0.026,11.271,0.05683213806642636,49.242,5.266
0.155,8.479999999999999,0.056779,0.056744360143473775,0.056766,5.266,10.886,2.915,0.056796,0.056792,0.056791,0.05677421273584907,0.056778,5.279,2018-08-08 19:03:22.138429,0.05686054003324829,5.35,16.448999999999998,0.05679367508726805,51.732,0.026
0.056,2.9540000000000006,0.056766,0.056717903553879546,0.056757,5.266,5.61,0.075,0.056796,0.056792,0.056779,0.05676472274881515,0.056763,2.729,2018-08-08 19:03:25.598531,0.05686841856810746,0.074,8.751000000000001,0.05679603262032085,46.455999999999996,0.026
0.056,2.8740000000000006,0.056766,0.05669503964874932,0.056757,5.266,5.61,0.075,0.056796,0.056792,0.056779,0.05676468719554626,0.056763,2.649,2018-08-08 19:03:30.929208,0.05686841856810746,0.074,18.790000000000003,0.05679603262032085,46.455999999999996,0.026
2.649,4.8870000000000005,0.056767,0.05673152519832011,0.056763,5.266,5.61,0.056,0.056796,0.056792,0.056779,0.05676601125434827,0.056766,2.068,2018-08-08 19:03:33.476676,0.05686841856810746,0.074,12.858,0.05679603262032085,46.455999999999996,0.026
0.056,2.5130000000000003,0.056766,0.05664653355295912,0.056757,0.179,20.811999999999998,0.075,0.056801,0.056795,0.056794,0.05676449860724232,0.056763,2.288,2018-08-08 19:03:36.895742,0.05686290071169155,5.218,94.403,0.05682222328464348,54.518,5.35
0.361,3.3480000000000003,0.056769,0.05672746550048591,0.056763,0.065,20.238,0.056,0.056806,0.056801,0.056794,0.0567681385902031,0.056768,2.817,2018-08-08 19:03:40.547596,0.05686734174328934,5.218,11.319,0.05683290705603321,53.944,0.179
0.361,3.2630000000000003,0.056771,0.056727637617945526,0.056763,0.065,20.164,0.056,0.056806,0.056801,0.056794,0.05676979068342016,0.056768,2.732,2018-08-08 19:03:43.975090,0.05686744249118247,5.144,11.234,0.05683304984130132,53.870000000000005,0.179
0.361,3.2630000000000003,0.056771,0.056722039714755895,0.056763,0.076,10.328,0.056,0.056801,0.056794,0.056792,0.05676979068342016,0.056768,2.732,2018-08-08 19:03:48.573217,0.056865363035916675,0.267,9.115,0.05681395991479474,51.174,5.144
3.403,6.712000000000001,0.056773,0.05673927876647195,0.056768,0.065,20.042,0.361,0.056806,0.056801,0.056794,0.056771961859356374,0.056772,2.817,2018-08-08 19:03:52.478856,0.0568675957803081,5.125,14.722,0.05683325157169943,53.748000000000005,0.076
0.361,2.938,0.056773,0.05664744004721605,0.056763,0.065,19.844,0.056,0.056806,0.056801,0.056794,0.05677129543907419,0.056768,2.407,2018-08-08 19:03:55.058838,0.056867867899159666,4.927,94.88300000000001,0.05683364321709333,53.55,0.076
0.361,2.8430000000000004,0.056773,0.05664731420643963,0.056763,0.065,17.54,0.056,0.056806,0.056801,0.056794,0.056771238480478346,0.056768,2.312,2018-08-08 19:03:58.499626,0.056871188970846503,2.623,94.78800000000001,0.05683885062713797,51.245999999999995,0.076
0.94,3.9560000000000004,0.056775,0.05673257083333333,0.056773,0.065,17.54,1.85,0.056806,0.056801,0.056794,0.05677301845298279,0.056774,0.749,2018-08-08 19:04:01.936577,0.056871188970846503,2.623,12.0,0.05683885062713797,51.245999999999995,0.076
1.85,2.63,0.056775,0.05668143827674916,0.056768,0.065,19.387,0.361,0.056806,0.056801,0.056794,0.05677186349809885,0.056773,0.288,2018-08-08 19:04:05.424144,0.05686850371988775,4.47,27.599,0.05683457770671069,53.093,0.076
5.369,8.501,0.056778,0.056759149568221076,0.056776,0.065,6.6659999999999995,1.498,0.056806,0.056801,0.0568,0.056776492530290566,0.056777,1.217,2018-08-08 19:04:08.948591,0.05688284550651,1.661,14.475,0.05682746384638465,50.384,0.076
5.885,19.061,0.056783,0.05677585996063665,0.056781,2.86,12.546999999999999,0.876,0.0569,0.056888,0.05687,0.05678068002728083,0.056782,0.355,2018-08-08 19:04:12.337550,0.05691475353622752,0.591,23.372,0.056890029409420576,53.164,9.0
0.126,13.844000000000001,0.056791,0.05677555866820902,0.056785,0.06,10.908,0.05,0.056865,0.056864,0.056863,0.05679040291823172,0.05679,12.813,2018-08-08 19:04:15.917168,0.05688394742500806,1.639,19.883,0.05686716061606161,27.903,0.33
0.943,10.088000000000001,0.056797,0.05679280227870287,0.056795,0.33,16.97,0.126,0.056864,0.056862,0.056861,0.05679482385011895,0.056796,2.813,2018-08-08 19:04:19.410309,0.05688521311475409,1.699,11.410000000000002,0.05687600642309959,24.705,5.35
11.789,23.247,0.0568,0.05679216927083334,0.056794,0.33,3.97,0.1,0.056866,0.05686,0.056859,0.056798668086204686,0.056798,10.953,2018-08-08 19:04:22.828948,0.056884396425670176,1.699,26.880000000000003,0.05686860528967253,7.386,0.351
5.573,15.893,0.056805,0.05679691679404871,0.056802,0.33,4.9350000000000005,6.634,0.056875,0.05687,0.056865,0.05680303435474737,0.056804,2.683,2018-08-08 19:04:26.316644,0.056893447831609496,0.664,19.626,0.05689069138804456,5.511,0.082
2.813,10.865,0.05681,0.05679946119536128,0.056808,0.33,6.333,0.749,0.056876,0.05687,0.056869,0.056809057432121494,0.056809,5.903,2018-08-08 19:04:29.750822,0.05688893313069909,2.062,14.573,0.05688637454602874,6.909,0.082
0.749,21.666999999999998,0.056817,0.05680585529019915,0.056815,0.33,5.973,5.136,0.05688,0.05687,0.056869,0.05681350722296581,0.056816,12.813,2018-08-08 19:04:33.878726,0.056890230416857535,1.702,28.221999999999998,0.05688764272559853,6.5489999999999995,0.082
6.224,19.503999999999998,0.056823,0.05680960230039164,0.056821,0.02,2.042,5.0,0.056848,0.056845,0.056844,0.056820989027891726,0.056822,2.814,2018-08-08 19:04:37.936764,0.05688084763711079,1.091,28.342999999999996,0.05684945249755143,6.327,0.498
0.607,19.548000000000002,0.056827,0.05681620712360416,0.056824,0.02,1.866,5.242,0.056848,0.056845,0.056844,0.056824053969715564,0.056826,5.885,2018-08-08 19:04:42.661097,0.05688190196715981,0.915,25.97,0.0568499667738478,6.151,0.498
2.814,34.434999999999995,0.056827,0.056819992717963314,0.0568,0.351,1.807,0.33,0.056868,0.056848,0.056845,0.05682093471758386,0.056823,25.749,2018-08-08 19:04:45.608771,0.056892175783422955,0.355,35.154999999999994,0.05687440785832872,5.393,0.02
5.0,21.532,0.056828,0.056817761148272014,0.056823,0.02,0.6759999999999999,2.814,0.056848,0.056845,0.056844,0.05682251811257663,0.056827,10.749,2018-08-08 19:04:49.612968,0.05689182664785325,0.212,25.116,0.05685975000000001,4.961,0.011
2.814,23.607,0.056827,0.05681794882229622,0.056801,0.02,0.47000000000000003,2.902,0.056848,0.056845,0.056844,0.056819260558308986,0.056823,14.922,2018-08-08 19:04:53.659719,0.05689396803364878,0.006,24.327,0.05686665319148936,4.755,0.011
4.832,31.036,0.056828,0.05682111654490489,0.056823,0.351,1.463,2.814,0.056868,0.056848,0.056845,0.056822187781930655,0.056827,17.519,2018-08-08 19:04:57.085011,0.05689545533769062,0.011,31.756000000000004,0.05688132262474368,5.049,0.02
4.863,24.355000000000004,0.056834,0.056824057471641196,0.056831,2.86,7.338,6.099,0.0569,0.056898,0.056894,0.05683051615684664,0.056833,2.988,2018-08-08 19:05:01.238939,0.05690516463168108,3.732,30.502000000000006,0.05689692436631234,12.367,0.351
2.968,24.559,0.056837,0.056828497012569756,0.056835,0.351,4.504,5.136,0.056898,0.056893,0.056892,0.05683615843478969,0.056836,15.162,2018-08-08 19:05:04.690595,0.05690821902863736,0.416,35.482,0.05689820426287744,9.533,0.749
9.999,34.721000000000004,0.056851,0.05683633537504253,0.05684,0.351,5.026000000000001,9.922,0.056898,0.056892,0.05689,0.05684297191901154,0.05685,2.926,2018-08-08 19:05:08.169713,0.05690652937771345,1.665,41.142,0.056896026064464776,10.365000000000002,0.352
5.136,19.168,0.056853,0.05683588847385272,0.05685,0.372,11.382000000000001,9.999,0.056892,0.056889,0.056888,0.05684291564065109,0.056852,0.801,2018-08-08 19:05:11.598276,0.05689955449296282,0.148,22.488,0.05689186856439993,16.626,7.918
9.999,16.67,0.056853,0.05683441127084529,0.056831,0.372,23.598,0.33,0.056892,0.056887,0.056886,0.05683697990401919,0.05685,0.801,2018-08-08 19:05:15.038340,0.0568935789128106,3.952,17.390000000000004,0.056888383888465135,28.936999999999998,16.616
0.388,18.311,0.056854,0.056840924687933427,0.05685,5.136,27.267,9.999,0.056885,0.056884,0.056883,0.05684631030528098,0.056853,4.693,2018-08-08 19:05:18.495724,0.05688790839598604,3.967,21.63,0.05688607092822826,31.788999999999998,0.351
0.732,16.950000000000003,0.056857,0.05684058034436824,0.05685,0.06,17.922,9.999,0.056883,0.056882,0.056881,0.05684633097345132,0.056856,2.988,2018-08-08 19:05:22.218291,0.05689123241289916,3.682,20.269000000000002,0.056883095692445027,25.459,12.305
9.999,18.084,0.056857,0.056838948405154195,0.056831,7.169,14.896,0.33,0.056882,0.05688,0.056879,0.05684164310993142,0.05685,2.216,2018-08-08 19:05:25.649725,0.056891937725672,4.033,18.936,0.05688250496777658,22.433,1.819
2.204,16.333,0.056858,0.05684011596110999,0.05685,1.544,10.93,9.999,0.056879,0.056878,0.056877,0.05684602779648565,0.056857,0.899,2018-08-08 19:05:29.097896,0.05689309124384036,0.264,19.747999999999998,0.056881031198536124,18.467,7.169
9.999,17.895,0.056857,0.056838766415959883,0.056831,0.45,6.354,0.33,0.056892,0.056879,0.056877,0.05684148091645711,0.05685,2.027,2018-08-08 19:05:33.216552,0.05690306380410414,0.264,18.747,0.05689219216241737,11.598,1.544
9.999,15.062,0.056857,0.05684145450513243,0.05683,1.544,10.763,0.33,0.056879,0.056876,0.056874,0.056844634045943435,0.05685,1.924,2018-08-08 19:05:36.659326,0.056892352459016395,0.262,15.781999999999998,0.056879587940165385,18.3,7.082
9.999,15.234000000000002,0.056857,0.05684064604487901,0.05683,0.372,6.262,0.33,0.056892,0.056879,0.056874,0.05684375147695943,0.05685,1.832,2018-08-08 19:05:40.082085,0.056903105336346245,0.25,15.954,0.0568921087511977,11.506,1.544
9.999,15.940000000000001,0.056857,0.05683573415912337,0.056828,1.544,10.685,0.33,0.056879,0.056873,0.056858,0.05683861951066498,0.05685,0.071,2018-08-08 19:05:43.494810,0.05689117511798924,0.097,16.792,0.05687748694431445,18.222,7.169
0.33,15.919,0.05685,0.05683542087238644,0.056819,1.544,3.867,2.638,0.056879,0.056871,0.056858,0.05683834838871789,0.056827,9.999,2018-08-08 19:05:46.979784,0.05690197974394948,0.097,16.644000000000002,0.056885216446858025,11.404,0.351
1.321,16.47,0.056832,0.05682393226932098,0.056829,0.351,3.867,6.62,0.056871,0.056858,0.056857,0.05682616496660596,0.056831,2.989,2018-08-08 19:05:50.442596,0.056899001139950896,1.544,17.480999999999998,0.056876432376519265,11.404,0.097
2.988,17.427,0.056857,0.05683699421391965,0.056819,0.372,14.818000000000001,2.638,0.056892,0.056871,0.056861,0.05683955798473633,0.056832,8.569,2018-08-08 19:05:53.871271,0.0568837759944173,9.999,18.147000000000002,0.056872288365501414,20.062,0.351
2.988,15.718,0.056857,0.05683530456094208,0.05683,9.999,18.594,0.171,0.056861,0.056859,0.056858,0.0568383755566866,0.056832,7.019,2018-08-08 19:05:57.277855,0.056876939420611526,6.369,16.729,0.05686330316231042,26.131,0.351
2.988,9.526,0.056833,0.05681834317168074,0.05683,0.351,12.259999999999998,0.171,0.056859,0.056858,0.056848,0.05682174879277767,0.056832,0.827,2018-08-08 19:06:00.747611,0.05687963252007881,3.665,10.536999999999999,0.05686060685154976,19.796999999999997,6.369
2.639,6.345999999999999,0.05681,0.05679650545785326,0.056788,0.351,6.351,0.33,0.056846,0.056836,0.056819,0.05679849479987395,0.056792,2.827,2018-08-08 19:06:04.837474,0.05688404831509216,0.461,6.595999999999999,0.05685256148638009,13.887999999999998,3.664
7.821,14.366,0.056812,0.0568051268725971,0.05681,0.351,10.375,2.827,0.056846,0.056833,0.056823,0.05680681379646387,0.056811,0.749,2018-08-08 19:06:08.843811,0.056856298451876716,3.136,15.085999999999999,0.05684151440963855,13.694,5.013
5.992,15.26,0.056813,0.05680600350316513,0.056811,5.365,9.693,2.989,0.056833,0.056823,0.056821,0.05680802817824377,0.056812,0.813,2018-08-08 19:06:12.372489,0.056855800184445124,0.176,16.271,0.05683980532342929,13.012,2.629
2.827,5.8469999999999995,0.056811,0.056796720317024846,0.056792,0.02,10.582,2.639,0.056892,0.056833,0.056831,0.056800194800752525,0.05681,0.001,2018-08-08 19:06:15.816051,0.056862513079874416,0.351,6.560999999999999,0.05685826885276885,11.468000000000002,6.115
2.639,6.345999999999999,0.05681,0.05679619667422525,0.056785,5.04,7.083,0.05,0.056833,0.056831,0.056811,0.05679805042546486,0.056792,2.827,2018-08-08 19:06:19.253312,0.0568639419342434,0.109,6.614999999999998,0.05684586827615417,10.402000000000001,0.411
1.616,16.182000000000002,0.056795,0.056788309529886165,0.056793,0.352,6.896,6.741,0.056833,0.056831,0.05683,0.0567935468421703,0.056794,5.136,2018-08-08 19:06:22.700333,0.05686338159569258,4.688,19.591,0.0568445481438515,10.215000000000002,0.333
6.741,11.493,0.056796,0.05678702361234685,0.056792,0.352,6.769,2.639,0.056833,0.056831,0.05683,0.05679390159227355,0.056795,1.733,2018-08-08 19:06:26.174617,0.05686380184377476,4.561,14.610999999999999,0.056844821096173725,10.088000000000001,0.333
0.003,6.781,0.056814,0.05678177928,0.056795,0.352,6.768,5.243,0.056833,0.056831,0.05683,0.05679729449933639,0.056813,1.155,2018-08-08 19:06:29.834157,0.05686380519480517,4.56,12.499999999999998,0.056844823286052,10.087000000000002,0.333
0.003,5.67,0.056814,0.05678710400562194,0.056785,0.352,6.655,0.05,0.056833,0.056831,0.05683,0.05681124109347443,0.056813,5.243,2018-08-08 19:06:33.381388,0.056864188189292134,4.447,11.383999999999999,0.05684507498121712,9.974000000000002,0.333
0.003,4.467999999999999,0.056814,0.05677478215372907,0.056785,1.585,7.985,0.05,0.056845,0.056833,0.05683,0.056790524843330366,0.056813,1.629,2018-08-08 19:06:36.792960,0.056862239472753,4.525,10.511999999999999,0.05684549981214777,11.304,0.352
0.003,19.699,0.056833,0.05681430546679333,0.056785,0.351,6.189,0.05,0.056893,0.056892,0.056845,0.05682361901619371,0.056813,16.962,2018-08-08 19:06:40.221713,0.05688683491166077,1.722,23.158,0.05688305994506382,7.075,0.02
15.942,19.16,0.056844,0.05681815780522737,0.056813,0.351,4.604,0.003,0.056893,0.056892,0.056845,0.056827112995824644,0.056833,0.262,2018-08-08 19:06:43.677824,0.05689891293260473,0.137,22.344,0.056896162684622074,5.49,0.02
0.003,18.796,0.056833,0.05681754090309674,0.056794,0.02,8.238,2.903,0.056892,0.056845,0.056843,0.056826695839540343,0.056813,15.796,2018-08-08 19:06:47.097474,0.056869519165873475,0.227,21.991,0.056856226511289146,11.557,6.137
0.003,17.396,0.056833,0.05682236764059753,0.056794,5.072,5.882,2.903,0.056884,0.056845,0.056843,0.05682618849160727,0.056813,14.396,2018-08-08 19:06:51.150893,0.05688914417531717,0.227,18.208000000000002,0.05688157633458008,10.404,0.212
0.003,18.219,0.056833,0.05681928525879479,0.056796,0.212,12.165,2.639,0.056845,0.056843,0.056842,0.05682129134420112,0.056813,12.624,2018-08-08 19:06:54.590218,0.05687032066878409,6.634,18.818,0.05685966436498151,16.686999999999998,0.227
2.639,5.636999999999999,0.056813,0.05678784617770197,0.056794,0.351,96.517,2.903,0.05684,0.056833,0.05683,0.056794664715274085,0.056796,0.001,2018-08-08 19:06:58.650858,0.056835448596542576,94.774,6.448999999999998,0.05683020292798161,105.917,0.095
2.639,5.636999999999999,0.056813,0.05676070264937993,0.056794,0.227,96.36800000000001,2.903,0.056843,0.056833,0.05683,0.056794664715274085,0.056796,0.001,2018-08-08 19:07:02.104174,0.056836232131867705,94.084,14.191999999999998,0.05683102903453428,105.62100000000001,0.095
0.05,11.145999999999999,0.056786,0.05675858075846271,0.056769,0.308,98.94900000000001,0.044,0.056828,0.056813,0.056795,0.05677468329445541,0.056785,5.35,2018-08-08 19:07:05.604579,0.05683352361651822,4.225,19.645,0.056828511101678636,112.50600000000001,0.105
5.885,14.922,0.05679,0.056780710340245816,0.056787,2.642,100.049,0.749,0.056828,0.056813,0.056812,0.05678803203323951,0.056789,2.992,2018-08-08 19:07:09.046455,0.05683377470031604,2.991,21.072999999999997,0.056829420723845316,108.531,0.105
4.959,18.38,0.056792,0.05678361391708452,0.05679,94.084,97.19600000000001,2.992,0.05683,0.056828,0.056812,0.05679052981501633,0.056791,5.136,2018-08-08 19:07:12.481156,0.05683596386890339,0.106,24.530999999999995,0.05682997750936252,108.13400000000001,2.642
0.749,15.177000000000003,0.056793,0.056771043539134,0.05679,0.106,106.84100000000001,2.992,0.056812,0.056795,0.056794,0.05679226329314093,0.056792,11.342,2018-08-08 19:07:16.531484,0.056834153945729424,5.626,29.284000000000002,0.05682660118306642,122.82900000000001,4.383
2.992,11.201,0.056793,0.05676446403735851,0.056785,2.642,101.441,0.05,0.056828,0.056812,0.056795,0.05678480930274083,0.05679,5.211,2018-08-08 19:07:20.051898,0.05683609131391718,4.382,19.701,0.05682844627911791,117.222,0.106
9.59,13.845000000000002,0.056795,0.056787071598353514,0.05679,94.084,97.19600000000001,2.992,0.05683,0.056828,0.056812,0.05679310805344888,0.056794,1.169,2018-08-08 19:07:23.502878,0.05684649422308771,0.106,17.249000000000002,0.05682997750936252,130.43300000000002,2.642
0.749,5.367999999999999,0.056798,0.056766603711423384,0.056795,94.084,97.19600000000001,1.024,0.05683,0.056828,0.056812,0.05679256855439643,0.056796,0.553,2018-08-08 19:07:26.945941,0.05684649422308771,0.106,14.873,0.05682997750936252,130.43300000000002,2.642
8.018,11.853000000000002,0.0568,0.05677522326368817,0.05679,0.227,97.176,2.992,0.056843,0.05683,0.056812,0.05679662093984644,0.056799,0.749,2018-08-08 19:07:30.384810,0.056838537704302416,0.088,24.217999999999996,0.05683082306330781,111.84400000000001,94.084
2.991,25.156999999999996,0.056807,0.05680039821665106,0.056805,0.137,96.69500000000001,0.667,0.056845,0.056843,0.05683,0.0568048120205112,0.056806,10.157,2018-08-08 19:07:34.463980,0.05683876401830813,91.941,30.953,0.05683180274057604,109.67800000000001,0.227
5.992,8.979000000000001,0.056819,0.056776804254915,0.056808,0.227,96.203,0.194,0.056843,0.05683,0.056829,0.05680609744960463,0.056809,0.001,2018-08-08 19:07:37.920169,0.05683861557124948,1.258,21.058,0.05683083477646227,110.871,91.941
0.194,6.175,0.056809,0.056772620604099246,0.056807,0.227,97.66600000000001,0.022,0.056843,0.05683,0.056829,0.05680848210526316,0.056808,5.865,2018-08-08 19:07:41.379410,0.056848319265860064,1.108,18.54,0.05683175243175721,131.746,91.941
0.749,7.007,0.056811,0.056775435030912716,0.056808,91.941,96.05300000000001,0.194,0.05683,0.056829,0.056828,0.05681061195946911,0.05681,5.992,2018-08-08 19:07:44.844272,0.05683720300279781,0.137,19.086,0.056830813394688345,108.299,1.108
2.741,9.521000000000003,0.056813,0.056782220067276366,0.056808,91.941,96.042,0.194,0.05683,0.056829,0.056828,0.05681244932255014,0.056812,6.514,2018-08-08 19:07:48.899387,0.05683720393764776,0.126,19.026,0.05683081371691553,108.28800000000001,1.108
0.194,9.623000000000001,0.056813,0.05677629503738953,0.056785,91.941,96.042,0.05,0.05683,0.056829,0.056828,0.05680048145069105,0.056808,6.431,2018-08-08 19:07:52.333597,0.05683739897310875,0.126,19.122999999999998,0.05683103362070761,108.28800000000001,1.108
5.243,16.236,0.056815,0.05677997976337631,0.056808,91.941,96.042,0.194,0.05683,0.056829,0.056828,0.056796932495688596,0.056813,0.749,2018-08-08 19:07:55.795231,0.05683739897310875,0.126,28.315,0.05683103362070761,108.28800000000001,1.108
0.749,16.985,0.056816,0.05678144921552435,0.056808,91.941,95.917,0.194,0.05683,0.056829,0.056828,0.05679869938180747,0.056815,5.992,2018-08-08 19:07:59.810368,0.05683740983515621,0.001,29.064,0.056831037574152664,108.16300000000001,1.108
2.742,20.769,0.056818,0.05679866771277932,0.056816,1.108,93.36500000000001,2.59,0.056829,0.056828,0.056819,0.056802599065915546,0.056817,5.243,2018-08-08 19:08:03.254714,0.056836583795480955,0.088,23.898,0.056830009350398974,106.748,0.001
6.741,18.294,0.056819,0.05679686439807684,0.056816,91.941,95.89200000000001,0.022,0.05683,0.056829,0.05682,0.05680101918661856,0.056818,1.337,2018-08-08 19:08:06.692625,0.05683741170541347,0.001,21.423000000000002,0.05683103802194136,108.138,1.083
5.142,16.753,0.056821,0.05679588673171713,0.056816,0.227,96.06200000000001,0.022,0.056843,0.05683,0.056829,0.056800241091147854,0.05682,1.395,2018-08-08 19:08:10.109043,0.056838877512869146,1.083,19.882,0.0568311252940809,110.73,91.941
2.663,14.355,0.056823,0.05679381119881033,0.056821,2.64,33.745999999999995,0.749,0.056867,0.056843,0.05683,0.0567974290491118,0.056822,0.749,2018-08-08 19:08:13.623395,0.056851161056303376,28.958,17.484,0.05683598384993778,46.729,0.227
0.748,17.813,0.056824,0.05675449582721445,0.056808,0.059,32.055,0.194,0.056872,0.056843,0.05683,0.05680290293605794,0.056823,6.821,2018-08-08 19:08:17.018619,0.0568514542730561,28.958,55.837999999999994,0.056833977507409136,46.723,0.227
0.045,11.359,0.056826,0.056745471711485494,0.056808,0.059,30.963,0.194,0.056872,0.056843,0.05683,0.05679117413504709,0.056825,1.07,2018-08-08 19:08:20.459920,0.056843699761478815,27.866,49.384,0.056834117785744265,36.894000000000005,0.227
6.975,17.968,0.056827,0.056754990855999866,0.056808,0.059,23.610000000000003,0.194,0.056872,0.056843,0.05683,0.05680402799421194,0.056826,0.749,2018-08-08 19:08:23.882224,0.05684710974577705,20.513,55.992999999999995,0.056835400211774675,29.541000000000004,0.227
1.819,8.515,0.056829,0.05678650592551706,0.056827,0.059,21.093,5.885,0.056872,0.056843,0.05683,0.056826915325895476,0.056828,0.595,2018-08-08 19:08:27.441901,0.056848703337773816,17.996,30.799,0.05683604461195657,27.024,0.227
0.194,13.897,0.056828,0.056744770268364914,0.056787,0.059,20.023,10.0,0.056872,0.056843,0.05683,0.0567876150248255,0.056808,0.749,2018-08-08 19:08:30.889112,0.056849474416274935,16.926,42.553999999999995,0.056836367627228684,25.954,0.227
10.0,23.846000000000004,0.056829,0.05676509345081759,0.056808,0.059,3.101,0.194,0.056872,0.056843,0.05683,0.056806779375995965,0.056828,0.749,2018-08-08 19:08:34.360776,0.05688596091674049,0.004,59.015,0.05687111544663012,9.031999999999998,0.227
0.745,14.766000000000002,0.056831,0.05676657241842127,0.056829,0.171,3.1159999999999997,4.932,0.05688,0.056872,0.056843,0.056823098334010565,0.05683,5.992,2018-08-08 19:08:37.769032,0.056894603299293,0.227,59.605000000000004,0.056888240051347884,7.638,0.059
10.749,20.826999999999998,0.056832,0.05677255115280359,0.056829,0.171,3.1159999999999997,5.162,0.05688,0.056872,0.056843,0.05682549887165699,0.056831,1.819,2018-08-08 19:08:41.199322,0.056894603299293,0.227,65.666,0.056888240051347884,7.638,0.059
0.749,21.711999999999996,0.056835,0.056780409310655956,0.056829,0.171,4.4239999999999995,4.832,0.05688,0.056872,0.056871,0.0568281877302874,0.056834,12.898,2018-08-08 19:08:45.056696,0.056891862620165434,1.536,74.25899999999999,0.05688457933996383,8.946,0.058
2.933,21.833,0.056839,0.05680501296345794,0.056836,0.171,4.423,0.749,0.05688,0.056872,0.056871,0.056836262400952686,0.056838,12.989,2018-08-08 19:08:48.498116,0.05689186495248742,1.535,52.378,0.05688458241012887,8.945,0.058
4.832,30.944999999999997,0.056839,0.056757664495149206,0.05682,0.171,4.423,0.33,0.05688,0.056872,0.056871,0.05681639799644531,0.056829,12.88,2018-08-08 19:08:51.943789,0.05689188762541805,1.535,92.562,0.05688458241012887,8.97,0.058
4.832,28.092,0.056839,0.05677115453625323,0.05682,0.171,4.423,0.33,0.05688,0.056872,0.056871,0.05681845002135841,0.056829,12.88,2018-08-08 19:08:56.031104,0.05689188762541805,1.535,65.208,0.05688458241012887,8.97,0.058
5.029,14.562000000000001,0.056844,0.05681669952754857,0.056841,2.618,7.596000000000001,1.07,0.0569,0.056895,0.056894,0.056841598475484124,0.056843,2.988,2018-08-08 19:08:59.935110,0.056898480587875076,3.08,30.056,0.056896907582938375,8.165,1.503
